k_1x6x2 greedy 1 6 2 8.153550	k_1x6x2.greedy 0	k_1x6x2.greedy 8	k_1x6x2 pbqp 1 6 2 8.094480	k_1x6x2.pbqp 0	k_1x6x2.pbqp 8
k_1x6x3 greedy 1 6 3 9.548154	k_1x6x3.greedy 0	k_1x6x3.greedy 9	k_1x6x3 pbqp 1 6 3 9.572406	k_1x6x3.pbqp 0	k_1x6x3.pbqp 9
k_1x6x4 greedy 1 6 4 10.004215	k_1x6x4.greedy 0	k_1x6x4.greedy 10	k_1x6x4 pbqp 1 6 4 10.009950	k_1x6x4.pbqp 0	k_1x6x4.pbqp 10
k_1x6x5 greedy 1 6 5 10.671086	k_1x6x5.greedy 0	k_1x6x5.greedy 11	k_1x6x5 pbqp 1 6 5 10.682949	k_1x6x5.pbqp 0	k_1x6x5.pbqp 11
k_1x6x6 greedy 1 6 6 10.814933	k_1x6x6.greedy 0	k_1x6x6.greedy 12	k_1x6x6 pbqp 1 6 6 10.821447	k_1x6x6.pbqp 0	k_1x6x6.pbqp 12
k_1x6x7 greedy 1 6 7 11.281019	k_1x6x7.greedy 0	k_1x6x7.greedy 13	k_1x6x7 pbqp 1 6 7 11.290204	k_1x6x7.pbqp 0	k_1x6x7.pbqp 13
k_1x6x8 greedy 1 6 8 10.372492	k_1x6x8.greedy 0	k_1x6x8.greedy 14	k_1x6x8 pbqp 1 6 8 10.376775	k_1x6x8.pbqp 0	k_1x6x8.pbqp 14
k_1x7x1 greedy 1 7 1 4.363076	k_1x7x1.greedy 0	k_1x7x1.greedy 8	k_1x7x1 pbqp 1 7 1 4.352200	k_1x7x1.pbqp 0	k_1x7x1.pbqp 8
k_1x7x2 greedy 1 7 2 8.104861	k_1x7x2.greedy 0	k_1x7x2.greedy 9	k_1x7x2 pbqp 1 7 2 8.105690	k_1x7x2.pbqp 0	k_1x7x2.pbqp 9
k_1x7x3 greedy 1 7 3 9.344896	k_1x7x3.greedy 0	k_1x7x3.greedy 10	k_1x7x3 pbqp 1 7 3 9.340152	k_1x7x3.pbqp 0	k_1x7x3.pbqp 10
k_1x7x4 greedy 1 7 4 9.760235	k_1x7x4.greedy 0	k_1x7x4.greedy 11	k_1x7x4 pbqp 1 7 4 9.762270	k_1x7x4.pbqp 0	k_1x7x4.pbqp 11
k_1x7x5 greedy 1 7 5 11.250437	k_1x7x5.greedy 0	k_1x7x5.greedy 12	k_1x7x5 pbqp 1 7 5 11.260669	k_1x7x5.pbqp 0	k_1x7x5.pbqp 12
k_1x7x6 greedy 1 7 6 10.666961	k_1x7x6.greedy 0	k_1x7x6.greedy 13	k_1x7x6 pbqp 1 7 6 10.660044	k_1x7x6.pbqp 0	k_1x7x6.pbqp 13
k_1x7x7 greedy 1 7 7 11.162828	k_1x7x7.greedy 0	k_1x7x7.greedy 14	k_1x7x7 pbqp 1 7 7 11.159787	k_1x7x7.pbqp 0	k_1x7x7.pbqp 14
k_1x8x1 greedy 1 8 1 4.334831	k_1x8x1.greedy 0	k_1x8x1.greedy 9	k_1x8x1 pbqp 1 8 1 4.334418	k_1x8x1.pbqp 0	k_1x8x1.pbqp 9
